16	2	2	0.000000	1.613329
16	3	2	0.000000	1.671383
16	4	2	0.000000	2.011055
16	5	2	0.000000	1.697951
32	2	2	0.000000	2.261807
32	3	2	0.000000	2.136941
32	4	2	0.000000	2.568575
32	5	2	0.000000	2.615871
64	2	2	0.048192	3.021624
64	3	2	0.000000	2.762745
64	4	2	0.005321	3.418882
64	5	2	0.000000	3.038360
128	2	2	0.040637	3.788770
128	3	2	0.005679	3.595855
128	4	2	0.000000	3.975022
128	5	2	0.000000	3.897810
256	2	2	0.089596	4.279830
256	3	2	0.018330	4.435820
256	4	2	0.003568	4.706420
256	5	2	0.000000	5.138301
512	2	2	0.191644	4.865515
512	3	2	0.036441	5.001779
512	4	2	0.009421	5.367571
512	5	2	0.000000	6.208419
1024	2	2	0.243850	5.897757
1024	3	2	0.055496	6.203408
1024	4	2	0.011121	6.278765
1024	5	2	0.000850	6.560667
2048	2	2	0.321987	6.863370
2048	3	2	0.073499	7.310544
2048	4	2	0.013470	7.157924
2048	5	2	0.002902	7.558329
4096	2	2	0.413622	7.403460
4096	3	2	0.106034	7.734380
4096	4	2	0.023803	8.730427
4096	5	2	0.004258	8.822086
8192	2	2	0.518000	8.412556
8192	3	2	0.145345	9.155711
8192	4	2	0.032092	9.265564
8192	5	2	0.007141	9.885580
16	2	5	0.000000	1.527165
16	3	5	0.000000	1.360292
16	4	5	0.000000	1.578157
16	5	5	0.000000	1.481400
32	2	5	0.000000	1.883500
32	3	5	0.000000	1.781973
32	4	5	0.000000	2.240230
32	5	5	0.000000	2.009246
64	2	5	0.000000	2.549736
64	3	5	0.000000	2.414328
64	4	5	0.000000	2.902091
64	5	5	0.000000	2.761238
128	2	5	0.005186	3.581453
128	3	5	0.000000	3.226107
128	4	5	0.000000	3.674180
128	5	5	0.000000	3.617902
256	2	5	0.003978	4.306331
256	3	5	0.000000	4.298260
256	4	5	0.000000	4.355808
256	5	5	0.000000	4.780837
512	2	5	0.007799	5.193164
512	3	5	0.000000	4.925878
512	4	5	0.000000	5.237532
512	5	5	0.000000	5.881730
1024	2	5	0.021130	6.140854
1024	3	5	0.002529	6.099003
1024	4	5	0.000184	6.132735
1024	5	5	0.000000	6.307906
2048	2	5	0.034968	7.371374
2048	3	5	0.005330	7.214109
2048	4	5	0.000753	6.935210
2048	5	5	0.000000	7.300505
4096	2	5	0.065379	8.344723
4096	3	5	0.009032	7.909912
4096	4	5	0.001480	8.443381
4096	5	5	0.000693	8.498723
8192	2	5	0.099644	9.746465
8192	3	5	0.014598	9.273878
8192	4	5	0.002556	9.089766
8192	5	5	0.000379	9.612608
16	2	10	0.000000	1.090963
16	3	10	0.000000	1.196999
16	4	10	0.000000	1.255189
16	5	10	0.000000	1.330985
32	2	10	0.000000	1.475522
32	3	10	0.000000	1.504917
32	4	10	0.000000	1.614425
32	5	10	0.000000	1.623319
64	2	10	0.000000	2.253430
64	3	10	0.000000	2.043592
64	4	10	0.000000	2.343800
64	5	10	0.000000	2.268437
128	2	10	0.000000	3.286368
128	3	10	0.000000	3.003363
128	4	10	0.000000	3.263952
128	5	10	0.000000	3.057123
256	2	10	0.000000	3.943938
256	3	10	0.000000	3.905659
256	4	10	0.000000	3.956234
256	5	10	0.000000	4.328039
512	2	10	0.000000	4.702684
512	3	10	0.000000	4.645086
512	4	10	0.000000	4.681725
512	5	10	0.000000	5.279366
1024	2	10	0.000000	5.699041
1024	3	10	0.000000	5.763238
1024	4	10	0.000000	5.683167
1024	5	10	0.000000	5.930129
2048	2	10	0.000431	6.875619
2048	3	10	0.000000	6.821356
2048	4	10	0.000000	6.714345
2048	5	10	0.000000	6.921002
4096	2	10	0.000390	7.925468
4096	3	10	0.000000	7.652965
4096	4	10	0.000000	8.049566
4096	5	10	0.000000	8.121174
8192	2	10	0.001790	9.210142
8192	3	10	0.000134	8.907911
8192	4	10	0.000112	8.815745
8192	5	10	0.000000	9.252432
16	2	15	0.000000	1.032271
16	3	15	0.000000	1.149527
16	4	15	0.000000	1.233502
16	5	15	0.000000	1.329878
32	2	15	0.000000	1.275722
32	3	15	0.000000	1.246385
32	4	15	0.000000	1.365828
32	5	15	0.000000	1.463631
64	2	15	0.000000	1.896800
64	3	15	0.000000	1.693526
64	4	15	0.000000	2.025257
64	5	15	0.000000	1.751914
128	2	15	0.000000	2.820530
128	3	15	0.000000	2.629813
128	4	15	0.000000	2.717792
128	5	15	0.000000	2.601640
256	2	15	0.000000	3.621153
256	3	15	0.000000	3.625554
256	4	15	0.000000	3.543973
256	5	15	0.000000	3.844360
512	2	15	0.000000	4.482850
512	3	15	0.000000	4.412151
512	4	15	0.000000	4.363931
512	5	15	0.000000	4.904408
1024	2	15	0.000000	5.455654
1024	3	15	0.000000	5.442520
1024	4	15	0.000000	5.483997
1024	5	15	0.000000	5.711829
2048	2	15	0.000000	6.542757
2048	3	15	0.000000	6.557715
2048	4	15	0.000000	6.483423
2048	5	15	0.000000	6.616092
4096	2	15	0.000000	7.551715
4096	3	15	0.000000	7.419486
4096	4	15	0.000000	7.793816
4096	5	15	0.000000	7.853097
8192	2	15	0.000000	8.812621
8192	3	15	0.000000	8.633846
8192	4	15	0.000000	8.568658
8192	5	15	0.000000	8.947392
16	2	20	0.000000	1.032271
16	3	20	0.000000	1.149527
16	4	20	0.000000	1.233502
16	5	20	0.000000	1.329878
32	2	20	0.000000	1.140394
32	3	20	0.000000	1.153892
32	4	20	0.000000	1.288824
32	5	20	0.000000	1.346853
64	2	20	0.000000	1.584221
64	3	20	0.000000	1.578225
64	4	20	0.000000	1.689925
64	5	20	0.000000	1.629000
128	2	20	0.000000	2.373631
128	3	20	0.000000	2.312395
128	4	20	0.000000	2.393629
128	5	20	0.000000	2.414165
256	2	20	0.000000	3.434017
256	3	20	0.000000	3.321147
256	4	20	0.000000	3.208888
256	5	20	0.000000	3.442523
512	2	20	0.000000	4.254359
512	3	20	0.000000	4.275405
512	4	20	0.000000	4.249849
512	5	20	0.000000	4.567787
1024	2	20	0.000000	5.245728
1024	3	20	0.000000	5.295372
1024	4	20	0.000000	5.260080
1024	5	20	0.000000	5.332836
2048	2	20	0.000000	6.326719
2048	3	20	0.000000	6.284676
2048	4	20	0.000000	6.308039
2048	5	20	0.000000	6.408514
4096	2	20	0.000000	7.379580
4096	3	20	0.000000	7.213029
4096	4	20	0.000000	7.544598
4096	5	20	0.000000	7.632585
8192	2	20	0.000000	8.470609
8192	3	20	0.000000	8.406858
8192	4	20	0.000000	8.363854
8192	5	20	0.000000	8.692442
16	2	50	0.000000	1.032271
16	3	50	0.000000	1.149527
16	4	50	0.000000	1.233502
16	5	50	0.000000	1.329878
32	2	50	0.000000	1.007076
32	3	50	0.000000	1.074147
32	4	50	0.000000	1.218651
32	5	50	0.000000	1.279985
64	2	50	0.000000	1.058512
64	3	50	0.000000	1.068095
64	4	50	0.000000	1.131406
64	5	50	0.000000	1.123285
128	2	50	0.000000	1.478169
128	3	50	0.000000	1.500145
128	4	50	0.000000	1.474346
128	5	50	0.000000	1.470242
256	2	50	0.000000	2.289102
256	3	50	0.000000	2.226353
256	4	50	0.000000	2.203712
256	5	50	0.000000	2.258913
512	2	50	0.000000	3.247826
512	3	50	0.000000	3.232547
512	4	50	0.000000	3.040112
512	5	50	0.000000	3.286488
1024	2	50	0.000000	4.319218
1024	3	50	0.000000	4.256926
1024	4	50	0.000000	4.278758
1024	5	50	0.000000	4.338888
2048	2	50	0.000000	5.363872
2048	3	50	0.000000	5.337617
2048	4	50	0.000000	5.474422
2048	5	50	0.000000	5.485730
4096	2	50	0.000000	6.483891
4096	3	50	0.000000	6.450272
4096	4	50	0.000000	6.628015
4096	5	50	0.000000	6.660483
8192	2	50	0.000000	7.539053
8192	3	50	0.000000	7.546476
8192	4	50	0.000000	7.562449
8192	5	50	0.000000	7.814388
16	2	100	0.000000	1.032271
16	3	100	0.000000	1.149527
16	4	100	0.000000	1.233502
16	5	100	0.000000	1.329878
32	2	100	0.000000	1.007076
32	3	100	0.000000	1.074147
32	4	100	0.000000	1.218651
32	5	100	0.000000	1.279985
64	2	100	0.000000	1.018091
64	3	100	0.000000	1.015827
64	4	100	0.000000	1.093903
64	5	100	0.000000	1.097700
128	2	100	0.000000	1.051906
128	3	100	0.000000	1.055495
128	4	100	0.000000	1.092161
128	5	100	0.000000	1.084107
256	2	100	0.000000	1.467447
256	3	100	0.000000	1.464495
256	4	100	0.000000	1.443123
256	5	100	0.000000	1.517529
512	2	100	0.000000	2.321567
512	3	100	0.000000	2.237296
512	4	100	0.000000	2.149098
512	5	100	0.000000	2.254390
1024	2	100	0.000000	3.407647
1024	3	100	0.000000	3.363653
1024	4	100	0.000000	3.336082
1024	5	100	0.000000	3.372920
2048	2	100	0.000000	4.460873
2048	3	100	0.000000	4.475434
2048	4	100	0.000000	4.527329
2048	5	100	0.000000	4.493798
4096	2	100	0.000000	5.638962
4096	3	100	0.000000	5.702786
4096	4	100	0.000000	5.659762
4096	5	100	0.000000	5.758864
8192	2	100	0.000000	6.781657
8192	3	100	0.000000	6.740763
8192	4	100	0.000000	6.767113
8192	5	100	0.000000	6.888327
16384	5	100	0.000000	8.016433
