1024	3	100	0.000000	4.004509
128	3	100	0.000000	1.055408
16	3	100	0.000000	1.000000
2048	3	100	0.000000	5.578750
256	3	100	0.000000	1.660865
32	3	100	0.000000	1.000000
4096	3	100	0.000000	7.044818
512	3	100	0.000000	2.660832
64	3	100	0.000000	1.000000
8192	3	100	0.000000	8.996597
1024	3	10	0.001629	8.924766
128	3	10	0.000000	4.464487
16384	3	10	0.018634	22.054777
16	3	10	0.000000	1.082693
2048	3	10	0.002657	11.294262
256	3	10	0.000000	5.645270
32	3	10	0.000000	1.916093
4096	3	10	0.004085	13.901427
512	3	10	0.000000	7.218219
64	3	10	0.000000	2.580765
8192	3	10	0.010010	17.538741
1024	3	15	0.000000	7.681469
128	3	15	0.000000	3.525664
16384	3	15	0.000138	18.081151
16	3	15	0.000000	1.000000
2048	3	15	0.000000	9.784808
256	3	15	0.000000	5.336958
32	3	15	0.000000	1.575777
4096	3	15	0.000000	11.884681
512	3	15	0.000000	6.193962
64	3	15	0.000000	2.104316
8192	3	15	0.000000	14.822541
1024	3	20	0.000000	7.311995
128	3	20	0.000000	3.127280
16384	3	20	0.000000	16.396672
16	3	20	0.000000	1.000000
2048	3	20	0.000000	9.067552
256	3	20	0.000000	4.542111
32	3	20	0.000000	1.253825
4096	3	20	0.000000	10.795101
512	3	20	0.000000	5.695223
64	3	20	0.000000	1.767970
8192	3	20	0.000000	13.448102
1024	3	2	0.851006	7.207281
128	3	2	0.398769	5.503425
16384	3	2	0.987341	10.496070
16	3	2	0.058428	1.945742
2048	3	2	0.911445	8.291889
256	3	2	0.548842	6.721422
32	3	2	0.079679	3.443432
4096	3	2	0.953782	8.954665
512	3	2	0.739476	7.098611
64	3	2	0.252285	3.912855
8192	3	2	0.975693	9.398568
1024	3	50	0.000000	5.525022
128	3	50	0.000000	1.663684
16	3	50	0.000000	1.000000
2048	3	50	0.000000	7.016849
256	3	50	0.000000	2.860140
32	3	50	0.000000	1.000000
4096	3	50	0.000000	8.656546
512	3	50	0.000000	4.120452
64	3	50	0.000000	1.065964
8192	3	50	0.000000	10.592842
1024	3	5	0.160332	11.126176
128	3	5	0.027757	5.419599
16384	3	5	0.712551	24.793751
16	3	5	0.000000	1.419258
2048	3	5	0.285295	13.829400
256	3	5	0.030119	7.292723
32	3	5	0.000000	2.797454
4096	3	5	0.422769	16.978076
512	3	5	0.114189	8.891083
64	3	5	0.000000	3.452868
8192	3	5	0.574949	20.743273
